flow_no,inter_pkt_arrival,duration,connection_status,land,no_of_wrong_frags,no_of_urgent,src_port,dst_port,src_ip,dst_ip,src_mac,dst_mac,src_bytes,dst_bytes,minfpktl,meanfpktl,maxfpktl,stdfpktl,minbpktl,meanbpktl,maxbpktl,stdbpktl,minfiat,meanfiat,maxfiat,stdfiat,minbiat,meanbiat,maxbiat,stdbiat,protocol,fpackets,bpackets
16,23.324440666666664,69.973322000,0,0,3,0,59314,43913,192.168.20.106,89.8.51.118,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2251376846,4153907113,122,122.0,122,59536.0,999999,0,0,0,0.0,23.324440666666664,46.08003,50.30084279981084,9999,0,0,0,eth:ethertype:ip:tcp:bittorrent,3,0
17,0.1357058695652174,6.242470000,0,0,46,0,50992,27914,192.168.20.106,101.188.90.232,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1879952252,3754444760,54,58.30434782608695,71,1645352.3478260862,54,1494.4782608695652,2958,1081518021.5652173,0.0,0.1327589565217391,2.25766,2.959407901335157,-8.8e-05,0.13865278260869562,0.796982,3.0610068594296247,eth:ethertype:ip:tcp:data,23,23
18,0.0,0.000000000,0,0,1,0,49160,57680,45.121.88.34,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,1888043193,189046062,66,66.0,66,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
19,29.0116785,58.023357000,0,0,2,0,58452,31378,192.168.20.106,197.210.64.5,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1830405641,1328642903,54,54.0,54,2916.0,999999,0,0,0,0.0,29.0116785,58.023357,41.02870920190793,9999,0,0,0,eth:ethertype:ip:tcp,2,0
20,9.7386598,48.693299000,0,0,5,0,53292,9956,192.168.20.106,197.210.47.174,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,507938815,4191450086,54,54.0,54,46656.0,999999,0,0,0,0.0,9.7386598,26.239941,40.04255465454441,9999,0,0,0,eth:ethertype:ip:tcp,5,0
21,0.0,0.000000000,0,0,1,0,35868,51413,192.168.20.106,197.210.64.48,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,4203710854,2670911122,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
22,0.0,0.000000000,0,0,1,0,47348,43586,192.168.20.106,77.219.14.165,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2047485823,506381230,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
23,0.0,0.000000000,0,0,1,0,36572,28314,192.168.20.106,41.73.107.156,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,3621006431,3050229759,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
24,0.0,0.000000000,0,0,1,0,60592,58461,192.168.20.106,46.97.169.191,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1307454833,1774445134,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
25,0.12324302605459067,99.333879000,0,0,806,0,12412,35860,102.182.125.105,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,474189911,2844571207,54,1031.9364303178484,1514,177266781256.3718,54,58.8992443324937,177,544013776.5188922,0.0,0.2182126405867971,0.810198,89.03090968826747,5e-06,0.0254027934508816,0.389772,10.059759452120414,eth:ethertype:ip:tcp:data,409,397
26,0.7688242962962959,83.033024000,0,0,108,0,52774,20072,192.168.20.106,185.45.195.193,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,808606584,1042266067,54,66.88888888888889,170,12568149.481481476,54,54.074074074074076,58,8213531.70370371,0.0,1.1197249074074074,5.804548,59.35966711540148,0.192788,0.4179236851851853,1.47265,22.150860150603144,eth:ethertype:ip:tcp:data,54,54
27,6022488.175643523,1126205288.845339000,0,0,186,0,51315,36256,177.30.73.89,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,,,66,1396.2072072072071,4386,23588069869.7477,66,70.16,102,26955263.27999999,0.0,0.10838227927927933,0.974715,11.924513910538767,1.2e-05,0.12150733333333336,1.662488,8.99927647674025,eth:ethertype:ip:tcp,111,75
28,7.052364666666668,84.628376000,0,0,12,0,443,33042,52.139.233.255,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,3210169650,1193945069,54,176.33333333333334,415,805835.0,54,1127.0,1494,31996394.000000004,0.0,6.359614500000002,37.121853,34.647130591843315,1.8e-05,7.745114833333333,45.912396,42.32088134093661,eth:ethertype:ip:tcp:tls,6,6
29,24.746537,49.493074000,0,0,2,0,34280,5871,192.168.20.106,41.73.107.102,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,3720942627,4186616532,54,54.0,54,2916.0,999999,0,0,0,0.0,24.746537,49.493074,34.996888247167604,9999,0,0,0,eth:ethertype:ip:tcp,2,0
30,0.10104162499999989,99.424959000,0,0,984,0,23450,55392,142.166.16.124,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,2742585044,3456014935,54,1373.6464646464647,11758,460473509102.245,54,58.82208588957055,171,823987338.2617518,-0.00017,0.09807872525252528,0.894532,48.45124047749643,3e-06,0.10404087934560333,3.785664,50.77348688497017,eth:ethertype:ip:tcp:data,495,489
31,0.10932271910112355,97.297220000,0,0,890,0,55912,6881,192.168.20.106,213.89.151.209,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2847473,1153369951,66,72.18161434977578,183,1031747107.6434945,66,1467.331081081081,7266,422536605147.2674,0.0,0.12158400000000008,3.020729,54.1067251966015,-9.8e-05,0.09700620720720715,0.93042,42.97420034284888,eth:ethertype:ip:tcp:bittorrent,446,444
32,0.0,0.000000000,0,0,1,0,54478,37096,192.168.20.106,27.104.181.61,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2693558436,3441862693,92,92.0,92,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp:data,1,0
33,0.13566399720279726,96.999758000,0,0,715,0,55078,17872,192.168.20.106,94.70.12.59,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,4016509464,3023175422,54,63.671480144404335,185,308822111.84115535,54,1445.230593607306,8766,398875948189.0236,0.0,0.19603685920577626,3.652386,54.108869023754195,-2.9e-05,0.09748298630136987,1.224756,42.60052322395287,eth:ethertype:ip:tcp:data,277,438
34,0.19867566666666667,0.596027000,0,0,3,0,36360,9460,192.168.20.106,197.253.66.100,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1313981869,2371210828,54,54.0,54,2916.0,58,58.0,58,0.0,0.0,9.5e-06,1.9e-05,1.3435028842544404e-05,0.596008,0.596008,0.596008,0.0,eth:ethertype:ip:tcp,2,1
35,0.0,0.000000000,0,0,1,0,54552,23212,192.168.20.106,197.210.47.108,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,3242397484,656819419,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
36,0.0,0.000000000,0,0,1,0,42160,31582,192.168.20.106,197.210.47.137,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2115589113,2658989797,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
37,0.3563921249999997,71.278425000,0,0,200,0,39520,443,192.168.20.106,172.217.19.10,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,658549658,558111361,66,209.67032967032966,1410,356165619.56043947,66,188.4678899082569,1484,414335933.522936,0.0,0.7145305274725267,31.505359,64.4122153635606,3e-06,0.05739584403669722,0.465582,6.199692140013054,eth:ethertype:ip:tcp,91,109
38,0.0,0.000000000,0,0,1,0,38950,31835,192.168.20.106,197.210.47.113,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2985173185,460725478,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
39,0.0,0.000000000,0,0,1,0,49564,37096,192.168.20.106,197.210.64.43,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,923455176,2517026589,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
40,10.895980999999999,65.375886000,0,0,6,0,46850,5642,192.168.20.106,197.253.66.6,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,3823998381,1223388866,54,54.0,54,26244.0,58,58.0,58,3364.0,0.0,16.127989999999997,64.511917,55.86898379489983,0.341386,0.431963,0.52254,0.44135725472455983,eth:ethertype:ip:tcp,4,2
41,0.7968219313725489,81.275837000,0,0,102,0,49064,61786,192.168.20.106,110.159.154.17,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2517601912,4117111234,54,65.43137254901961,160,10703350.980392167,54,54.15686274509804,58,7332415.058823524,0.0,0.8125301568627453,3.498106,40.639419115072315,0.09041,0.781113705882353,4.955343,39.06081798231538,eth:ethertype:ip:tcp:data,51,51
42,18.702208,56.106624000,0,0,3,0,46324,1,192.168.20.106,197.210.47.0,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1718642348,1176042550,54,54.0,54,11664.0,999999,0,0,0,0.0,18.702208,37.546608,40.423488316007955,9999,0,0,0,eth:ethertype:ip:tcp,3,0
43,11.59195875,46.367835000,0,0,4,0,42828,443,192.168.20.106,172.217.19.10,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2166606698,440079301,66,66.0,66,4356.0,66,66.0,66,4356.0,0.0,22.9740895,45.948179,32.49026895407332,0.131615,0.20982800000000001,0.288041,0.22393093344377413,eth:ethertype:ip:tcp,2,2
44,0.20236233333333334,0.607087000,0,0,3,0,45046,8062,192.168.20.106,197.253.66.48,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,3302950317,560617524,54,54.0,54,2916.0,58,58.0,58,0.0,0.0,9.5e-06,1.9e-05,1.3435028842544404e-05,0.607068,0.607068,0.607068,0.0,eth:ethertype:ip:tcp,2,1
45,0.1288665032341525,99.613807000,0,0,773,0,46349,45842,95.92.202.59,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,1504566216,1861845971,54,1451.2100456621004,8766,402183442379.3484,54,61.73134328358209,157,425113116.20298487,-7.3e-05,0.11507649543378995,1.189308,50.28877851452021,4e-06,0.14689642388059718,2.938908,49.06538994496502,eth:ethertype:ip:tcp:data,438,335
46,24.746653,74.239959000,0,0,3,0,60116,64064,192.168.20.106,197.210.47.96,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2839187864,3702697718,54,54.0,54,11664.0,999999,0,0,0,0.0,24.746653,49.493183,53.45886143627124,9999,0,0,0,eth:ethertype:ip:tcp,3,0
47,0.13904907183908044,96.778154000,0,0,696,0,51260,49117,192.168.20.106,84.71.13.181,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,3394995701,421658536,54,63.19163763066202,215,326626606.3205564,54,1405.114914425428,5862,328658377587.7705,0.0,0.14283515679442513,4.737437,40.85345274561459,-4e-05,0.13639233251833738,1.524617,55.648609339629566,eth:ethertype:ip:tcp:data,287,409
48,0.17309600000000003,0.519288000,0,0,3,0,38898,5365,192.168.20.106,197.253.66.66,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1537480109,3259677663,54,54.0,54,2916.0,58,58.0,58,0.0,0.0,1.05e-05,2.1e-05,1.4849242404917497e-05,0.519267,0.519267,0.519267,0.0,eth:ethertype:ip:tcp,2,1
49,30.7182915,61.436583000,0,0,2,0,37932,10639,192.168.20.106,197.210.64.23,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,4084237543,3531589472,54,54.0,54,2916.0,999999,0,0,0,0.0,30.7182915,61.436583,43.442224452230164,9999,0,0,0,eth:ethertype:ip:tcp,2,0
50,14.1226156,70.613078000,0,0,5,0,50958,23212,192.168.20.106,197.210.47.150,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,3546799674,1971368006,54,54.0,54,46656.0,999999,0,0,0,0.0,14.1226156,37.546534,58.03983585571444,9999,0,0,0,eth:ethertype:ip:tcp,5,0
51,17.280682000000002,86.403410000,0,0,5,0,55916,58831,192.168.20.106,197.210.47.19,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1129187007,1689805587,54,54.0,54,46656.0,999999,0,0,0,0.0,17.280682000000002,46.083489,71.01698835003316,9999,0,0,0,eth:ethertype:ip:tcp,5,0
52,0.0,0.000000000,0,0,1,0,38504,51413,192.168.20.106,197.210.65.207,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1651269286,3267185633,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
53,0.0,0.000000000,0,0,1,0,43272,6522,192.168.20.106,197.210.47.38,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2318989706,3911524152,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
54,0.0,0.000000000,0,0,1,0,43462,17575,192.168.20.106,197.210.64.92,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2236186632,1674475989,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
55,5716778.112177655,1126205288.098998000,0,0,196,0,60058,40646,192.168.20.106,86.99.92.130,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,,,66,72.58823529411765,178,37178739.36470587,66,1396.7027027027027,5826,23605253527.83785,0.0,0.16501838823529416,1.757168,13.868566057756151,-2.8e-05,0.05964863963963966,0.419633,6.56214921270552,eth:ethertype:ip:tcp:data,85,111
56,0.0,0.000000000,0,0,1,0,38452,64064,192.168.20.106,197.210.47.4,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2095670284,1547812090,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
57,34.984965,69.969930000,0,0,2,0,42220,6881,192.168.20.106,89.86.85.193,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1446640412,832301146,72,72.0,72,5184.0,999999,0,0,0,0.0,34.984965,69.96993,49.47621198214805,9999,0,0,0,eth:ethertype:ip:tcp:bittorrent,2,0
58,0.0,0.000000000,0,0,1,0,55550,1025,192.168.20.106,62.44.138.186,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2213397581,1366061056,122,122.0,122,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp:bittorrent,1,0
59,19.242682000000002,96.213410000,0,0,5,0,55566,29788,192.168.20.106,197.210.47.92,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2152235052,1264523852,54,54.0,54,46656.0,999999,0,0,0,0.0,19.242682000000002,51.200121,79.08121558285363,9999,0,0,0,eth:ethertype:ip:tcp,5,0
60,0.152279,0.456837000,0,0,3,0,54886,42929,192.168.20.106,197.253.66.103,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1511646637,821967256,54,54.0,54,2916.0,58,58.0,58,0.0,0.0,1.5e-05,3e-05,2.1213203435596424e-05,0.456807,0.456807,0.456807,0.0,eth:ethertype:ip:tcp,2,1
61,13.6533915,27.306783000,0,0,2,0,38460,6881,192.168.20.106,120.23.255.137,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2280321046,4080073009,122,122.0,122,14884.0,999999,0,0,0,0.0,13.6533915,27.306783,19.308811431689534,9999,0,0,0,eth:ethertype:ip:tcp:bittorrent,2,0
62,11.94746,47.789840000,0,0,4,0,49836,19751,192.168.20.106,197.210.47.143,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,4188332206,433922286,54,54.0,54,26244.0,999999,0,0,0,0.0,11.94746,27.520019,37.25725511469505,9999,0,0,0,eth:ethertype:ip:tcp,4,0
63,0.0,0.000000000,0,0,1,0,43044,10273,192.168.20.106,41.73.105.85,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,3540399551,836308594,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
64,24.604490666666667,73.813472000,0,0,3,0,58646,61166,192.168.20.106,197.210.47.106,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1757253595,1296613702,54,54.0,54,11664.0,999999,0,0,0,0.0,24.604490666666667,49.493143,53.19610968038131,9999,0,0,0,eth:ethertype:ip:tcp,3,0
65,0.0,0.000000000,0,0,1,0,35966,1074,192.168.20.106,197.210.64.177,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1812281163,3444957873,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
66,24.817779,74.453337000,0,0,3,0,59452,51413,192.168.20.106,197.210.47.3,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2152432368,639384356,54,54.0,54,11664.0,999999,0,0,0,0.0,24.817779,49.489835,53.590171956142605,9999,0,0,0,eth:ethertype:ip:tcp,3,0
67,0.0,0.000000000,0,0,1,0,34340,29970,192.168.20.106,41.73.107.148,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,648881674,111891719,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
68,281551319.002632,1126205276.010528000,0,0,3,0,39748,44254,103.254.204.73,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,,,66,66.0,66,4356.0,66,66.0,66,0.0,0.0,0.87114,1.74228,1.2319780027256981,4e-05,4e-05,4e-05,0.0,eth:ethertype:ip:tcp,2,1
69,-396594970.410178,-1586379881.640712000,0,1,0,0,,,,,40:2f:08:00:45:00,aa:ae:0c:8b:fd:18,,,54,131099.0,262144,171855322234.0,54,131099.0,262144,171855322234.0,-1586379881.640712,-396594970.410178,1586379881.640712,1773626626.7433512,-1586379881.640712,-396594970.410178,1586379881.640712,1773626626.7433512,eth:llc:data,4,4
70,-396594970.8368698,-1586379883.347479000,0,1,0,0,,,,,40:2f:08:00:45:00,aa:ae:0c:8b:fd:18,,,54,131099.0,262144,171855322234.0,54,131099.0,262144,171855322234.0,-1586379883.347479,-396594970.8368698,1586379883.347479,1773626628.651575,-1586379883.347479,-396594970.8368698,1586379883.347479,1773626628.651575,eth:llc:data,4,4
71,0.0,0.000000000,0,0,1,0,34284,19961,192.168.20.106,197.210.47.108,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,2823916526,2282957999,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
72,0.0,0.000000000,0,0,1,0,42964,30512,192.168.20.106,197.210.47.35,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1108964251,1621526247,54,54.0,54,0.0,999999,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,eth:ethertype:ip:tcp,1,0
73,0.13753533333333334,0.412606000,0,0,3,0,34150,8118,192.168.20.106,197.253.66.18,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,3215807917,3504969723,54,54.0,54,2916.0,58,58.0,58,0.0,0.0,7e-06,1.4e-05,9.899494936611665e-06,0.412592,0.412592,0.412592,0.0,eth:ethertype:ip:tcp,2,1
74,0.13684259470752086,98.252983000,0,0,718,0,11876,47098,47.55.198.118,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,3527964785,3651407547,54,1408.2528216704288,8766,387442043570.0199,54,61.32727272727273,171,282363586.8290913,-6.2e-05,0.10280875620767484,0.804982,45.44186229919402,7e-06,0.19166801454545446,2.623718,52.51916833812553,eth:ethertype:ip:tcp:data,443,275
75,0.10728035032537948,98.912483000,0,0,922,0,6881,48292,82.164.160.214,192.168.20.106,00:60:64:ef:aa:ae,0c:8b:fd:18:40:2f,323808371,1342431455,54,1425.7044025157234,9191,460546533008.0559,54,58.024719101123594,157,663730980.7505643,-9.2e-05,0.1253127274633123,1.218515,59.649302101658655,4e-06,0.08795126292134829,3.70876,39.051807121955385,eth:ethertype:ip:tcp:bittorrent,477,445
76,0.2288353333333333,0.686506000,0,0,3,0,36574,5118,192.168.20.106,197.253.66.60,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,1722488237,782618181,54,54.0,54,2916.0,58,58.0,58,0.0,0.0,9e-06,1.8e-05,1.2727922061357856e-05,0.686488,0.686488,0.686488,0.0,eth:ethertype:ip:tcp,2,1
77,6951884.496285951,1126205288.398324000,0,0,161,0,35620,62442,192.168.20.106,111.220.174.36,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,,,54,63.0,180,9529915.680000005,54,1383.4864864864865,14174,23161627889.567566,0.0,0.15550410000000003,1.434232,7.628458051303061,1e-06,0.11716203603603609,0.860836,12.889802268334796,eth:ethertype:ip:tcp:data,50,111
78,32177293.931360483,1126205287.597617000,0,0,34,0,56632,6881,192.168.20.106,39.37.132.3,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,,,66,90.88235294117646,210,2116359.5294117653,66,66.94117647058823,78,1147175.5294117646,0.0,0.9600943529411765,6.7929,15.450180790906646,0.057905,0.1359435294117647,0.366294,2.1763359505431303,eth:ethertype:ip:tcp:bittorrent,17,17
79,375401756.6160193,1126205269.848058000,0,0,2,0,33498,443,192.168.20.106,172.217.19.165,0c:8b:fd:18:40:2f,00:60:64:ef:aa:ae,,,66,66.0,66,0.0,66,66.0,66,0.0,0.0,0.0,0,0.0,0.099057,0.099057,0.099057,0.0,eth:ethertype:ip:tcp,1,1
80,-396594973.65613127,-1586379894.624525000,0,1,0,0,,,,,aa:ae:08:00:45:00,40:2f:00:60:64:ef,,,66,131105.0,262144,171867908746.0,66,131105.0,262144,171867908746.0,-1586379894.624525,-396594973.65613127,1586379894.624525,1773626641.2596955,-1586379894.624525,-396594973.65613127,1586379894.624525,1773626641.2596955,eth:llc:data,4,4
